Player,Actual,Scrim yds,TOT TD,Fmbl,Rec,Tgt,Att,Age,Rush yds,Rec yds,Yds/rec,Rec TD,Rec 1D,Catch %,Rushing TD,Rush 1D,Rush long,Rec long,Yards/att,Touch,Yards/touch,Scrim yds,TOT TD,Fmbl,Rec,Tgt,Att,Age,Rush yds,Rec yds,Yds/rec,Rec TD,Rec 1D,Catch %,Rushing TD,Rush 1D,Rush long,Rec long,Yards/att,Touch,Yards/touch
Travis Kelce,157.3,65.475,0.4,0.1,5.125,7.2375,0.0375,26.5,0.025,65.45,10.633333333333333,0.4,3.3625,59.36666666666667,0.0,0.025,-0.16666666666666666,40.5,-0.25,5.1625,10.566666666666668,83.5,0.625,0.125,6.4375,9.375,0.0,29,0.0,83.5,13.0,0.625,4.6875,68.7,0.0,0.0,0,43.0,0,6.4375,13.0
Travis Kelce,189.6,60.96875,0.34375,0.09375,4.796875,6.703125,0.046875,26.0,0.03125,60.9375,10.16,0.34375,3.03125,57.5,0.0,0.03125,-0.2,40.0,-0.3,4.84375,10.080000000000002,69.66666666666667,0.5333333333333333,0.0,5.533333333333333,8.133333333333333,0.13333333333333333,28,0.4666666666666667,69.2,12.5,0.5333333333333333,3.533333333333333,68.0,0.0,0.13333333333333333,4.0,44.0,3.5,5.666666666666667,12.3
Travis Kelce,152.5,58.30612244897959,0.2857142857142857,0.12244897959183673,4.571428571428571,6.26530612244898,0.02040816326530612,25.5,-0.10204081632653061,58.40816326530612,9.575,0.2857142857142857,2.877551020408163,54.875,0.0,0.0,-1.25,39.0,-1.25,4.591836734693878,9.525,70.0,0.25,0.0,5.3125,7.3125,0.0625,27,-0.3125,70.3125,13.2,0.25,3.4375,72.6,0.0,0.0,-5.0,80.0,-5.0,5.375,13.0
Travis Kelce,136.0,52.63636363636363,0.30303030303030304,0.18181818181818182,4.212121212121212,5.757575757575758,0.0,25.0,0.0,52.63636363636363,8.366666666666667,0.30303030303030304,2.606060606060606,48.96666666666667,0.0,0.0,0.0,25.333333333333332,0.0,4.212121212121212,8.366666666666667,54.6875,0.3125,0.125,4.5,6.4375,0.0,26,0.0,54.6875,12.2,0.3125,2.5,69.9,0.0,0.0,0,42.0,0,4.5,12.2
Travis Kelce,113.5,50.705882352941174,0.29411764705882354,0.23529411764705882,3.9411764705882355,5.117647058823529,0.0,24.5,0.0,50.705882352941174,6.45,0.29411764705882354,2.7058823529411766,38.5,0.0,0.0,0.0,17.0,0.0,3.9411764705882355,6.45,53.875,0.3125,0.25,4.1875,5.4375,0.0,25,0.0,53.875,12.9,0.3125,2.875,77.0,0.0,0.0,0,34.0,0,4.1875,12.9
Travis Kelce,108.2,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0
DeAndre Hopkins,170.8,78.3,0.4909090909090909,0.06363636363636363,5.745454545454545,9.527272727272727,0.02727272727272727,24.0,0.1,78.2,13.785714285714288,0.4909090909090909,4.154545454545454,60.21428571428571,0.0,0.01818181818181818,0.7142857142857143,59.714285714285715,0.2857142857142857,5.7727272727272725,13.757142857142858,78.86666666666666,0.4666666666666667,0.0,6.933333333333334,10.0,0.13333333333333333,27,1.2,77.66666666666667,11.2,0.4666666666666667,4.533333333333333,69.3,0.0,0.13333333333333333,12.0,43.0,9.0,7.066666666666666,11.2
DeAndre Hopkins,160.3,78.21052631578948,0.49473684210526314,0.07368421052631578,5.557894736842106,9.452631578947368,0.010526315789473684,23.5,-0.07368421052631578,78.28421052631579,14.216666666666669,0.49473684210526314,4.094736842105263,58.69999999999999,0.0,0.0,-1.1666666666666667,62.5,-1.1666666666666667,5.568421052631579,14.183333333333335,97.8125,0.6875,0.125,7.1875,10.1875,0.0625,26,-0.4375,98.25,13.7,0.6875,5.3125,70.6,0.0,0.0,-7.0,49.0,-7.0,7.25,13.5
DeAndre Hopkins,218.5,74.24050632911393,0.45569620253164556,0.06329113924050633,5.227848101265823,9.30379746835443,0.0,23.0,0.0,74.24050632911393,14.320000000000002,0.45569620253164556,3.848101265822785,56.31999999999999,0.0,0.0,0.0,65.2,0.0,5.227848101265823,14.320000000000002,91.86666666666666,0.8666666666666667,0.06666666666666667,6.4,11.6,0.0,25,0.0,91.86666666666666,14.4,0.8666666666666667,4.6,55.2,0.0,0.0,0,72.0,0,6.4,14.4
DeAndre Hopkins,213.8,70.109375,0.359375,0.0625,4.953125,8.765625,0.0,22.5,0.0,70.109375,14.3,0.359375,3.671875,56.599999999999994,0.0,0.0,0.0,63.5,0.0,4.953125,14.3,59.625,0.25,0.0,4.875,9.4375,0.0,24,0.0,59.625,12.2,0.25,3.5625,51.7,0.0,0.0,0,51.0,0,4.875,12.2
DeAndre Hopkins,119.4,73.60416666666667,0.3958333333333333,0.08333333333333333,4.979166666666667,8.541666666666666,0.0,22.0,0.0,73.60416666666667,15.0,0.3958333333333333,3.7083333333333335,58.23333333333333,0.0,0.0,0.0,67.66666666666667,0.0,4.979166666666667,15.0,95.0625,0.6875,0.0625,6.9375,12.0,0.0,23,0.0,95.0625,13.7,0.6875,5.1875,57.8,0.0,0.0,0,61.0,0,6.9375,13.7
DeAndre Hopkins,216.1,62.875,0.25,0.09375,4.0,6.8125,0.0,21.5,0.0,62.875,15.65,0.25,2.96875,58.45,0.0,0.0,0.0,71.0,0.0,4.0,15.65,75.625,0.375,0.125,4.75,7.9375,0.0,22,0.0,75.625,15.9,0.375,3.5625,59.8,0.0,0.0,0,76.0,0,4.75,15.9
DeAndre Hopkins,153.0,50.125,0.125,0.0625,3.25,5.6875,0.0,21.0,0.0,50.125,15.4,0.125,2.375,57.1,0.0,0.0,0.0,66.0,0.0,3.25,15.4,50.125,0.125,0.0625,3.25,5.6875,0.0,21,0.0,50.125,15.4,0.125,2.375,57.1,0.0,0.0,0,66.0,0,3.25,15.4
Tyreek Hill,239.9,78.22033898305085,0.6101694915254238,0.1016949152542373,4.762711864406779,7.016949152542373,1.2033898305084745,23.5,8.474576271186441,69.7457627118644,14.325,0.5423728813559322,2.983050847457627,68.4,0.06779661016949153,0.3898305084745763,31.0,65.0,6.1,5.966101694915254,13.0,73.58333333333333,0.5833333333333334,0.0,4.833333333333333,7.416666666666667,0.6666666666666666,25,1.9166666666666667,71.66666666666667,14.8,0.5833333333333334,3.25,65.2,0.0,0.08333333333333333,5.0,57.0,2.9,5.5,13.4
Tyreek Hill,130.3,79.40425531914893,0.6170212765957447,0.1276595744680851,4.74468085106383,6.914893617021277,1.3404255319148937,23.0,10.148936170212766,69.25531914893617,14.166666666666666,0.5319148936170213,2.9148936170212765,69.46666666666667,0.0851063829787234,0.46808510638297873,39.666666666666664,67.66666666666667,7.166666666666667,6.085106382978723,12.866666666666667,101.875,0.8125,0.0,5.4375,8.5625,1.375,24,9.4375,92.4375,17.0,0.75,4.125,63.5,0.0625,0.5,33.0,75.0,6.9,6.8125,15.0
Tyreek Hill,241.0,67.80645161290323,0.5161290322580645,0.1935483870967742,4.387096774193548,6.064516129032258,1.3225806451612903,22.5,10.516129032258064,57.29032258064516,12.75,0.41935483870967744,2.2903225806451615,72.45,0.0967741935483871,0.45161290322580644,43.0,64.0,7.3,5.709677419354839,11.8,82.8,0.4666666666666667,0.13333333333333333,5.0,7.0,1.1333333333333333,23,3.933333333333333,78.86666666666666,15.8,0.4666666666666667,2.6666666666666665,71.4,0.0,0.2,16.0,79.0,3.5,6.133333333333334,13.5
Tyreek Hill,162.2,53.75,0.5625,0.25,3.8125,5.1875,1.5,22.0,16.6875,37.0625,9.7,0.375,1.9375,73.5,0.1875,0.6875,70.0,49.0,11.1,5.3125,10.1,53.75,0.5625,0.25,3.8125,5.1875,1.5,22,16.6875,37.0625,9.7,0.375,1.9375,73.5,0.1875,0.6875,70.0,49.0,11.1,5.3125,10.1
Calvin Ridley,189.5,60.275862068965516,0.5862068965517241,0.06896551724137931,4.379310344827586,6.379310344827586,0.27586206896551724,24.5,2.103448275862069,58.172413793103445,13.25,0.5862068965517241,2.9655172413793105,68.65,0.0,0.10344827586206896,14.0,55.5,10.75,4.655172413793103,12.95,69.23076923076923,0.5384615384615384,0.0,4.846153846153846,7.153846153846154,0.15384615384615385,25,2.6153846153846154,66.61538461538461,13.7,0.5384615384615384,3.6153846153846154,67.7,0.0,0.15384615384615385,19.0,36.0,17.0,5.0,13.8
Calvin Ridley,132.0,53.0,0.625,0.125,4.0,5.75,0.375,24.0,1.6875,51.3125,12.8,0.625,2.4375,69.6,0.0,0.0625,9.0,75.0,4.5,4.375,12.1,53.0,0.625,0.125,4.0,5.75,0.375,24,1.6875,51.3125,12.8,0.625,2.4375,69.6,0.0,0.0625,9.0,75.0,4.5,4.375,12.1
Davante Adams,243.4,60.395348837209305,0.5116279069767442,0.046511627906976744,5.011627906976744,8.069767441860465,0.0,24.5,0.0,60.395348837209305,11.866666666666667,0.5116279069767442,2.941860465116279,61.18333333333334,0.0,0.0,0.0,53.5,0.0,5.011627906976744,11.866666666666667,83.08333333333333,0.4166666666666667,0.16666666666666666,6.916666666666667,10.583333333333334,0.0,27,0.0,83.08333333333333,12.0,0.4166666666666667,4.5,65.4,0.0,0.0,0,58.0,0,6.916666666666667,12.0
Davante Adams,125.69999999999999,56.71621621621622,0.527027027027027,0.02702702702702703,4.702702702702703,7.662162162162162,0.0,24.0,0.0,56.71621621621622,11.84,0.527027027027027,2.689189189189189,60.339999999999996,0.0,0.0,0.0,52.6,0.0,4.702702702702703,11.84,92.4,0.8666666666666667,0.0,7.4,11.266666666666667,0.0,26,0.0,92.4,12.5,0.8666666666666667,4.266666666666667,65.7,0.0,0.0,0,57.0,0,7.4,12.5
Davante Adams,216.6,47.644067796610166,0.4406779661016949,0.03389830508474576,4.016949152542373,6.745762711864407,0.0,23.5,0.0,47.644067796610166,11.675,0.4406779661016949,2.288135593220339,59.0,0.0,0.0,0.0,51.5,0.0,4.016949152542373,11.675,63.214285714285715,0.7142857142857143,0.0,5.285714285714286,8.357142857142858,0.0,25,0.0,63.214285714285715,12.0,0.7142857142857143,3.2857142857142856,63.2,0.0,0.0,0,55.0,0,5.285714285714286,12.0
Davante Adams,148.5,42.8,0.35555555555555557,0.044444444444444446,3.6222222222222222,6.2444444444444445,0.0,23.0,0.0,42.8,11.566666666666668,0.35555555555555557,1.9777777777777779,57.6,0.0,0.0,0.0,50.333333333333336,0.0,3.6222222222222222,11.566666666666668,62.3125,0.75,0.125,4.6875,7.5625,0.0,24,0.0,62.3125,13.3,0.75,2.875,62.0,0.0,0.0,0,66.0,0,4.6875,13.3
Davante Adams,167.7,32.03448275862069,0.13793103448275862,0.0,3.0344827586206895,5.517241379310345,0.0,22.5,0.0,32.03448275862069,10.7,0.13793103448275862,1.4827586206896552,55.400000000000006,0.0,0.0,0.0,42.5,0.0,3.0344827586206895,10.7,37.15384615384615,0.07692307692307693,0.0,3.8461538461538463,7.230769230769231,0.0,23,0.0,37.15384615384615,9.7,0.07692307692307693,1.5384615384615385,53.2,0.0,0.0,0,40.0,0,3.8461538461538463,9.7
Davante Adams,54.3,27.875,0.1875,0.0,2.375,4.125,0.0,22.0,0.0,27.875,11.7,0.1875,1.4375,57.6,0.0,0.0,0.0,45.0,0.0,2.375,11.7,27.875,0.1875,0.0,2.375,4.125,0.0,22,0.0,27.875,11.7,0.1875,1.4375,57.6,0.0,0.0,0,45.0,0,2.375,11.7
Ezekiel Elliott,167.7,125.42857142857143,0.8571428571428571,0.26785714285714285,3.375,4.339285714285714,20.875,22.5,96.51785714285714,28.910714285714285,9.2,0.14285714285714285,1.1071428571428572,76.925,0.7142857142857143,5.607142857142857,41.0,55.0,4.6,24.25,5.15,111.0625,0.875,0.1875,3.375,4.4375,18.8125,24,84.8125,26.25,7.8,0.125,1.3125,76.1,0.75,4.875,33.0,27.0,4.5,22.1875,5.0
Ezekiel Elliott,255.7,131.175,0.85,0.3,3.375,4.3,21.7,22.0,101.2,29.975,9.666666666666666,0.15,1.025,77.2,0.7,5.9,43.666666666666664,64.33333333333333,4.633333333333333,25.075,5.2,133.4,0.6,0.4,5.133333333333334,6.333333333333333,20.266666666666666,23,95.6,37.8,7.4,0.2,1.6,81.1,0.4,5.6,41.0,38.0,4.7,25.4,5.3
Ezekiel Elliott,242.1,129.84,1.0,0.24,2.32,3.08,22.56,21.5,104.56,25.28,10.8,0.12,0.68,75.25,0.88,6.08,45.0,77.5,4.6,24.88,5.15,125.2,0.9,0.1,2.6,3.8,24.2,22,98.3,26.9,10.3,0.2,0.6,68.4,0.7,5.7,30.0,72.0,4.1,26.8,4.7
Ezekiel Elliott,177.2,132.93333333333334,1.0666666666666667,0.3333333333333333,2.1333333333333333,2.6,21.466666666666665,21.0,108.73333333333333,24.2,11.3,0.06666666666666667,0.7333333333333333,82.1,1.0,6.333333333333333,60.0,83.0,5.1,23.6,5.6,132.93333333333334,1.0666666666666667,0.3333333333333333,2.1333333333333333,2.6,21.466666666666665,21,108.73333333333333,24.2,11.3,0.06666666666666667,0.7333333333333333,82.1,1.0,6.333333333333333,60.0,83.0,5.1,23.6,5.6
Josh Jacobs,198.3,101.23076923076923,0.5384615384615384,0.07692307692307693,1.5384615384615385,2.076923076923077,18.615384615384617,21.0,88.46153846153847,12.76923076923077,8.3,0.0,0.6153846153846154,74.1,0.5384615384615384,4.076923076923077,51.0,28.0,4.8,20.153846153846153,5.0,101.23076923076923,0.5384615384615384,0.07692307692307693,1.5384615384615385,2.076923076923077,18.615384615384617,21,88.46153846153847,12.76923076923077,8.3,0.0,0.6153846153846154,74.1,0.5384615384615384,4.076923076923077,51.0,28.0,4.8,20.153846153846153,5.0
D.K. Metcalf,188.3,56.9375,0.4375,0.1875,3.625,6.25,0.125,22.0,0.6875,56.25,15.5,0.4375,2.4375,58.0,0.0,0.0,7.0,54.0,5.5,3.75,15.2,56.9375,0.4375,0.1875,3.625,6.25,0.125,22,0.6875,56.25,15.5,0.4375,2.4375,58.0,0.0,0.0,7.0,54.0,5.5,3.75,15.2
Allen Robinson,160.9,66.11111111111111,0.4583333333333333,0.027777777777777776,4.930555555555555,8.777777777777779,0.027777777777777776,23.5,0.1527777777777778,65.95833333333333,13.9,0.4583333333333333,3.375,63.78333333333334,0.0,0.0,1.8333333333333333,49.166666666666664,1.8333333333333333,4.958333333333333,13.866666666666665,71.8125,0.4375,0.0,6.125,9.625,0.0625,26,0.125,71.6875,11.7,0.4375,3.9375,63.6,0.0,0.0,2.0,49.0,2.0,6.1875,11.6
Allen Robinson,156.9,64.48214285714286,0.4642857142857143,0.03571428571428571,4.589285714285714,8.535714285714286,0.017857142857142856,23.0,0.16071428571428573,64.32142857142857,14.34,0.4642857142857143,3.2142857142857144,63.82000000000001,0.0,0.0,1.8,49.2,1.8,4.607142857142857,14.319999999999999,58.69230769230769,0.3076923076923077,0.07692307692307693,4.230769230769231,7.230769230769231,0.07692307692307693,25,0.6923076923076923,58.0,13.7,0.3076923076923077,3.1538461538461537,58.5,0.0,0.0,9.0,43.0,9.0,4.3076923076923075,13.6
Allen Robinson,98.3,66.23255813953489,0.5116279069767442,0.023255813953488372,4.6976744186046515,8.930232558139535,0.0,22.5,0.0,66.23255813953489,14.5,0.5116279069767442,3.2325581395348837,65.15,0.0,0.0,0.0,50.75,0.0,4.6976744186046515,14.5,17.0,0.0,0.0,1.0,1.0,0.0,24,0.0,17.0,17.0,0.0,1.0,100.0,0.0,0.0,0,17.0,0,1.0,17.0
Allen Robinson,1.7,67.4047619047619,0.5238095238095238,0.023809523809523808,4.785714285714286,9.119047619047619,0.0,22.0,0.0,67.4047619047619,13.666666666666666,0.5238095238095238,3.2857142857142856,53.53333333333333,0.0,0.0,0.0,62.0,0.0,4.785714285714286,13.666666666666666,55.1875,0.375,0.0625,4.5625,9.4375,0.0,23,0.0,55.1875,12.1,0.375,3.1875,48.3,0.0,0.0,0,42.0,0,4.5625,12.1
Allen Robinson,122.3,74.92307692307692,0.6153846153846154,0.0,4.923076923076923,8.923076923076923,0.0,21.5,0.0,74.92307692307692,14.45,0.6153846153846154,3.3461538461538463,56.15,0.0,0.0,0.0,72.0,0.0,4.923076923076923,14.45,87.5,0.875,0.0,5.0,9.4375,0.0,22,0.0,87.5,17.5,0.875,3.8125,53.0,0.0,0.0,0,90.0,0,5.0,17.5
Allen Robinson,224.0,54.8,0.2,0.0,4.8,8.1,0.0,21.0,0.0,54.8,11.4,0.2,2.6,59.3,0.0,0.0,0.0,54.0,0.0,4.8,11.4,54.8,0.2,0.0,4.8,8.1,0.0,21,0.0,54.8,11.4,0.2,2.6,59.3,0.0,0.0,0,54.0,0,4.8,11.4
Nick Chubb,191.7,91.15625,0.5625,0.09375,1.75,2.4375,15.3125,23.5,77.8125,13.34375,7.6,0.0625,0.5625,71.25,0.5,3.40625,90.0,28.0,5.1,17.0625,5.35,110.75,0.5,0.1875,2.25,3.0625,18.625,24,93.375,17.375,7.7,0.0,0.8125,73.5,0.5,3.875,88.0,32.0,5.0,20.875,5.3
