Player,Actual,Career Att,Career Rush Yards,Career Rush Avg,Career Rush TD,Career Rec,Career Rec Yards,Career Rec Avg,Career Rec TD,Career Touches,Career Scrimmage Yards,Career yards/touch,Career TOT TDs,Last Season Att,Last Season Rush Yards,Last Season Rush Avg,Last Season Rush TD,Last Season Rec,Last Season Rec Yards,Last Season Rec Avg,Last Season Rec TD,Last Season Touches,Last Season Scrimmage Yards,Last Season Yards/Touch,Last Season TOT TDs
George Kittle,106.5,0,0,0,0,1.92,29.48,15.35416667,0.4,1.92,29.48,15.35416667,0.4,0,0,0,0,2.444444444,34.88888889,14.27272727,0.444444444,2.444444444,34.88888889,14.27272727,0.444444444
Zach Pascal,66.8,1.027027027,8.378378378,8.157894737,0.027027027,5.216216216,72,13.80310881,0.648648649,6.243243243,80.37837838,12.87445887,0.675675676,1.848232848,11.15384615,6.034870641,0,5,72.76923077,14.55384615,0.692307692,6.769230769,83.92307692,12.39772727,0.692307692
Tony Pollard,89.2,3.475,23.525,6.769784173,0.225,2.6,32.3,12.42307692,0.225,6.075,55.825,9.189300412,0.45,5.571428571,39.42857143,7.076923077,0.428571429,2.971428571,32.71428571,11.00961538,0.214285714,8.357142857,72.14285714,8.632478632,0.642857143
Christian Kirk,123.5,0.58974359,3.076923077,5.217391304,0,6,73.23076923,12.20512821,0.666666667,6.58974359,76.30769231,11.57976654,0.666666667,0.353057199,2.384615385,6.754189944,0,5.461538462,70.69230769,12.94366197,0.769230769,5.769230769,73.07692308,12.66666667,0.769230769
Rob Gronkowski ,156.6,0,0,0,0,3.409090909,54.40909091,15.96,0.727272727,3.409090909,54.40909091,15.96,0.727272727,0,0,0,0,4.7,67.2,14.29787234,1,4.7,67.2,14.29787234,1
Josh Reynolds,27.4,0,0,0,0,4.315789474,73.36842105,17,0.789473684,4.315789474,73.36842105,17,0.789473684,0,0,0,0,4.692307692,79.92307692,17.03278689,0.923076923,4.692307692,79.92307692,17.03278689,0.923076923
Dalton Schultz,23.6,0,0,0,0,1.666666667,16.81818182,10.09090909,0.151515152,1.666666667,16.81818182,10.09090909,0.151515152,0,0,0,0,2,19.27272727,9.636363636,0.272727273,2,19.27272727,9.636363636,0.272727273
Hunter Henry ,131.8,0,0,0,0,3.314285714,47.45714286,14.31896552,0.257142857,3.314285714,47.45714286,14.31896552,0.257142857,0,0,0,0,3.923076923,56.84615385,14.49019608,0.230769231,3.923076923,56.84615385,14.49019608,0.230769231
Danny Amendola,81.4,0.14,0.4,2.857142857,0,4.08,44.92,11.00980392,0.3,4.22,45.32,10.73933649,0.3,0,0,0,0,8.384615385,95.76923077,11.42201835,0.461538462,8.384615385,95.76923077,11.42201835,0.461538462
Leonard Fournette ,230.2,19.25,119.6875,6.217532468,1.25,1.28125,16.4375,12.82926829,0.03125,20.53125,136.125,6.630136986,1.28125,18.42857143,120.4285714,6.534883721,1.142857143,2.325892857,20.85714286,8.967370441,0,20.57142857,141.2857143,6.868055556,1.142857143
Rashard Higgins,13.7,0.052631579,0.552631579,10.5,0,6.263157895,96,15.32773109,0.815789474,6.315789474,96.55263158,15.2875,0.815789474,0.171052632,1.75,10.23076923,0,6.166666667,88.41666667,14.33783784,0.666666667,6.333333333,90.16666667,14.23684211,0.666666667
Mecole Hardman,117.5,0.393939394,2.939393939,7.461538462,0.060606061,1.818181818,29.12121212,16.01666667,0.333333333,2.212121212,32.06060606,14.49315068,0.393939394,0.385281385,2.571428571,6.674157303,0,2.5,38.78571429,15.51428571,0.5,2.857142857,41.35714286,14.475,0.5
Boston Scott,0,7.578947368,48.42105263,6.388888889,0.368421053,0.842105263,8.078947368,9.59375,0.026315789,8.421052632,56.5,6.709375,0.394736842,14.07692308,80.53846154,5.721311475,0.615384615,1.603238866,13.92307692,8.684343434,0.076923077,15.61538462,94.46153846,6.049261084,0.692307692
Malcolm Brown ,2.5,14.31818182,60.86363636,4.250793651,0.545454545,1.159090909,8.681818182,7.490196078,0.068181818,15.47727273,69.54545455,4.49339207,0.613636364,14.07692308,54.46153846,3.868852459,0.461538462,1.31993007,4.461538462,3.38013245,0,15.30769231,58.92307692,3.849246231,0.461538462
Hayden Hurst,35.3,0.35483871,1.258064516,3.545454545,0.032258065,3.225806452,41.32258065,12.81,0.096774194,3.580645161,42.58064516,11.89189189,0.129032258,0.719602978,2.307692308,3.206896552,0.076923077,3.384615385,43,12.70454545,0.153846154,4.076923077,45.30769231,11.11320755,0.230769231
Joe Mixon,145.3,12,81.08,6.756666667,0.68,2.6,35.76,13.75384615,0.36,14.6,116.84,8.002739726,1.04,15.58333333,106.1666667,6.812834225,0.833333333,3.3,44.83333333,13.58585859,0.416666667,18.66666667,151,8.089285714,1.25
Sony Michel,141.1,12.55319149,76.87234043,6.123728814,0.70212766,1.361702128,13.21276596,9.703125,0.127659574,13.91489362,90.08510638,6.474006116,0.829787234,11.14285714,87.64285714,7.865384615,1.142857143,0.740121581,6.857142857,9.264887064,0.071428571,11.78571429,94.5,8.018181818,1.214285714
Alexander Mattison,70.4,15.28947368,74.44736842,4.86919105,0.868421053,1.578947368,13.44736842,8.516666667,0.026315789,16.86842105,87.89473684,5.210608424,0.894736842,23.23076923,108.8461538,4.685430464,1.307692308,2.198380567,13.30769231,6.053406998,0,25.30769231,122.1538462,4.82674772,1.307692308
Eric Ebron,55.8,0.058823529,0.205882353,3.5,0,3.294117647,53.08823529,16.11607143,0.235294118,3.352941176,53.29411765,15.89473684,0.235294118,0.158371041,0.538461538,3.4,0,4.769230769,74.84615385,15.69354839,0.230769231,4.923076923,75.38461538,15.3125,0.230769231
Travis Fulgham,0,0,0,0,0,3.282051282,52.41025641,15.96875,0.461538462,3.282051282,52.41025641,15.96875,0.461538462,0,0,0,0,5.25,90.25,17.19047619,0.75,5.25,90.25,17.19047619,0.75
Phillip Lindsay,222.8,15,74.01960784,4.934640523,0.705882353,2.294117647,21.25490196,9.264957265,0.058823529,17.29411765,95.2745098,5.509070295,0.764705882,25.08333333,122.8333333,4.897009967,1.166666667,2.107843137,21.41666667,10.16046512,0.083333333,27,144.25,5.342592593,1.25
A.J. Green,218,0.21875,3.28125,15,0,5.1875,81.84375,15.77710843,0.71875,5.40625,85.125,15.74566474,0.71875,0.357638889,4.888888889,13.66990291,0,6.333333333,94.22222222,14.87719298,1,6.666666667,99.11111111,14.86666667,1
Tyler Higbee,25.5,0,0,0,0,2.193548387,34,15.5,0.451612903,2.193548387,34,15.5,0.451612903,0,0,0,0,4.222222222,62.55555556,14.81578947,0.888888889,4.222222222,62.55555556,14.81578947,0.888888889
Scott Miller ,40.6,0.133333333,0.844444444,6.333333333,0,4.777777778,63.71111111,13.33488372,0.511111111,4.911111111,64.55555556,13.14479638,0.511111111,0.375757576,1.454545455,3.870967742,0,6.454545455,104.3636364,16.16901408,0.818181818,6.818181818,105.8181818,15.52,0.818181818
Jalen Guyton,0,0.12,0.48,4,0,4.12,63.2,15.33980583,0.6,4.24,63.68,15.01886792,0.6,0.009230769,0,0,0,4.153846154,61.92307692,14.90740741,0.461538462,4.153846154,61.92307692,14.90740741,0.461538462
Breshad Perriman,101.1,0.025641026,0,0,0,2.948717949,57.51282051,19.50434783,0.41025641,2.974358974,57.51282051,19.3362069,0.41025641,0.078895464,0,0,0,3.846153846,80.30769231,20.88,0.692307692,3.923076923,80.30769231,20.47058824,0.692307692
Devontae Booker,148.7,24.34782609,120.5652174,4.951785714,0.913043478,3.47826087,27.04347826,7.775,0.086956522,27.82608696,147.6086957,5.3046875,1,26.8,126.1,4.705223881,1.1,4.047826087,31.6,7.806659506,0,30.5,157.7,5.170491803,1.1
Jared Cook,16.4,0,0,0,0,2.027777778,30.75,15.16438356,0.194444444,2.027777778,30.75,15.16438356,0.194444444,0,0,0,0,2.846153846,44.07692308,15.48648649,0.230769231,2.846153846,44.07692308,15.48648649,0.230769231
Anthony Miller,119.9,0.815789474,3.894736842,4.774193548,0.078947368,6.263157895,94.47368421,15.08403361,0.973684211,7.078947368,98.36842105,13.89591078,1.052631579,0.831983806,1.923076923,2.311435523,0,7.384615385,112.4615385,15.22916667,1.384615385,8.153846154,114.3846154,14.02830189,1.384615385
James White ,11.1,12.36538462,77.21153846,6.244167963,0.865384615,1.403846154,12.88461538,9.178082192,0.057692308,13.76923077,90.09615385,6.543296089,0.923076923,17,111.0769231,6.533936652,1,3.107988166,23.07692308,7.425035697,0.153846154,20,134.1538462,6.707692308,1.153846154
Duke Johnson,164.3,15.93939394,106.6363636,6.690114068,0.787878788,2.090909091,21.78787879,10.42028986,0.121212121,18.03030303,128.4242424,7.122689076,0.909090909,18.61538462,127.0769231,6.826446281,0.769230769,3.083916084,32.38461538,10.50113379,0.230769231,21.53846154,159.4615385,7.403571429,1
Cam Sims,0,0,0,0,0,1.782608696,20.30434783,11.3902439,0.086956522,1.782608696,20.30434783,11.3902439,0.086956522,0,0,0,0,1.272727273,18.81818182,14.78571429,0.090909091,1.272727273,18.81818182,14.78571429,0.090909091
Antonio Brown ,32.7,1.756097561,12.95121951,7.375,0.097560976,7.43902439,78.02439024,10.48852459,0.536585366,9.195121951,90.97560976,9.893899204,0.634146341,3.12543554,24.35714286,7.793199554,0.214285714,7.857142857,85.57142857,10.89090909,0.642857143,10.85714286,109.9285714,10.125,0.857142857
Chris Conley,42.9,0,0,0,0,2.387755102,39.55102041,16.56410256,0.408163265,2.387755102,39.55102041,16.56410256,0.408163265,0,0,0,0,2.769230769,50.53846154,18.25,0.615384615,2.769230769,50.53846154,18.25,0.615384615
Kalen Ballage,39.7,9.782608696,43.13043478,4.408888889,0.586956522,1.782608696,14.86956522,8.341463415,0.043478261,11.56521739,58,5.015037594,0.630434783,12.07692308,51.46153846,4.261146497,0.461538462,1.675585284,7,4.177644711,0,13.61538462,58.46153846,4.293785311,0.461538462
Allen Lazard,1.7,0,0,0,0,5.020833333,70,13.94190871,0.541666667,5.020833333,70,13.94190871,0.541666667,0,0,0,0,5.461538462,72.38461538,13.25352113,0.769230769,5.461538462,72.38461538,13.25352113,0.769230769
Le'Veon Bell,218.9,16.775,83.65,4.986587183,0.825,1.95,13.275,6.807692308,0.025,18.725,96.925,5.17623498,0.85,29.38461538,137.9230769,4.693717277,0.923076923,2.611538462,12.84615385,4.918998527,0.076923077,31.84615385,150.7692308,4.734299517,1
Rex Burkhead ,0,14.43181818,75.65909091,5.242519685,0.681818182,1.363636364,11.52272727,8.45,0.113636364,15.79545455,87.18181818,5.51942446,0.795454545,12.25,84.375,6.887755102,0.625,1.545454545,11.5,7.441176471,0.25,13.625,95.875,7.036697248,0.875
Demarcus Robinson,0,0.111111111,0.222222222,2,0,3.888888889,50.11111111,12.88571429,0.333333333,4,50.33333333,12.58333333,0.333333333,0.175925926,0.25,1.421052632,0,3.916666667,43.33333333,11.06382979,0.166666667,4.083333333,43.58333333,10.67346939,0.166666667
Jimmy Graham,96.9,0,0,0,0,1.307692308,16.38461538,12.52941176,0.384615385,1.307692308,16.38461538,12.52941176,0.384615385,0,0,0,0,1.307692308,16.38461538,12.52941176,0.384615385,1.307692308,16.38461538,12.52941176,0.384615385
Jonnu Smith,45.7,0.023255814,0.11627907,5,0,4.139534884,46.53488372,11.24157303,0.418604651,4.162790698,46.65116279,11.20670391,0.418604651,0.093023256,0.454545455,4.886363636,0,3.818181818,46,12.04761905,0.363636364,3.909090909,46.45454545,11.88372093,0.363636364
Tre'Quan Smith,100.7,0.135135135,0.621621622,4.6,0.027027027,4.540540541,74.27027027,16.35714286,0.594594595,4.675675676,74.89189189,16.01734104,0.621621622,0.395010395,1.769230769,4.478947368,0.076923077,4.538461538,90.07692308,19.84745763,1,4.923076923,91.84615385,18.65625,1.076923077
Carlos Hyde,76.1,12.75609756,78,6.114722753,0.902439024,0.829268293,6.609756098,7.970588235,0.097560976,13.58536585,84.6097561,6.228007181,1,18.90909091,138.2727273,7.3125,1.363636364,1.529933481,13.36363636,8.734782609,0.272727273,20.36363636,151.6363636,7.446428571,1.636363636
Justin Jackson ,61.1,22.39215686,106.6666667,4.76357268,0.803921569,2.392156863,16.82352941,7.032786885,0.019607843,24.78431373,123.4901961,4.982594937,0.823529412,22.07692308,100.8461538,4.567944251,0.846153846,3.568627451,21.23076923,5.949281488,0,25.46153846,122.0769231,4.794561934,0.846153846
Randall Cobb,69,6.333333333,36.47222222,5.75877193,0.611111111,4,46.13888889,11.53472222,0.361111111,10.33333333,82.61111111,7.994623656,0.972222222,4.230769231,32.61538462,7.709090909,0.384615385,6.769230769,78.23076923,11.55681818,0.538461538,10.69230769,110.8461538,10.36690647,0.923076923
Michael Thomas,259.7,0,0,0,0,2.897435897,41.07692308,14.17699115,0.461538462,2.897435897,41.07692308,14.17699115,0.461538462,0,0,0,0,4.307692308,60.07692308,13.94642857,0.692307692,4.307692308,60.07692308,13.94642857,0.692307692
Austin Hooper,64.1,0,0,0,0,3.083333333,39.04166667,12.66216216,0.333333333,3.083333333,39.04166667,12.66216216,0.333333333,0,0,0,0,2.833333333,36.5,12.88235294,0.5,2.833333333,36.5,12.88235294,0.5
Willie Snead ,0,0,0,0,0,6.027027027,80.83783784,13.41255605,0.702702703,6.027027027,80.83783784,13.41255605,0.702702703,0,0,0,0,8.153846154,116.6153846,14.30188679,1.153846154,8.153846154,116.6153846,14.30188679,1.153846154
Benny Snell Jr.,59.9,18.8974359,99.30769231,5.255088195,1.230769231,0.743589744,5.538461538,7.448275862,0,19.64102564,104.8461538,5.338120104,1.230769231,22.23076923,111.4615385,5.01384083,1.230769231,1.364891519,8.076923077,5.917630058,0,23.53846154,119.5384615,5.078431373,1.230769231
Sammy Watkins,200,1.444444444,9.416666667,6.519230769,0.027777778,6.666666667,94.19444444,14.12916667,0.75,8.111111111,103.6111111,12.7739726,0.777777778,0.572649573,0.846153846,1.47761194,0,7.769230769,112.6153846,14.4950495,0.923076923,8.230769231,113.4615385,13.78504673,0.923076923
Braxton Berrios,17.5,0.086956522,1.565217391,18,0,2.173913043,25.54347826,11.75,0.304347826,2.260869565,27.10869565,11.99038462,0.304347826,0.006688963,0,0,0,4.230769231,52.23076923,12.34545455,0.692307692,4.230769231,52.23076923,12.34545455,0.692307692
Gerald Everett,53.7,0.258064516,0.225806452,0.875,0.129032258,3.451612903,51.09677419,14.80373832,0.419354839,3.709677419,51.32258065,13.83478261,0.548387097,0.021505376,0,0,0,4.083333333,59.75,14.63265306,0.333333333,4.083333333,59.75,14.63265306,0.333333333
Deebo Samuel,189.1,0.833333333,5.133333333,6.16,0.233333333,4.933333333,69.2,14.02702703,0.533333333,5.766666667,74.33333333,12.89017341,0.766666667,0.736111111,2.166666667,2.943396226,0,5.166666667,73.5,14.22580645,0.916666667,5.833333333,75.66666667,12.97142857,0.916666667
Jordan Wilkins,64.1,7.342105263,46.07894737,6.275985663,0.368421053,0.842105263,8.473684211,10.0625,0.026315789,8.184210526,54.55263158,6.665594855,0.394736842,12.91666667,84.25,6.522580645,0.75,2.236842105,20.08333333,8.978431373,0.083333333,15.08333333,104.3333333,6.917127072,0.833333333
Larry Fitzgerald,185.4,0.038461538,0.269230769,7,0,6.192307692,102.9615385,16.62732919,1.307692308,6.230769231,103.2307692,16.56790123,1.307692308,0.079881657,0.538461538,6.740740741,0,7.076923077,128.6153846,18.17391304,1.692307692,7.153846154,129.1538462,18.05376344,1.692307692
Jordan Akins,39.5,0,0,0,0,2.382352941,33.79411765,14.18518519,0.235294118,2.382352941,33.79411765,14.18518519,0.235294118,0,0,0,0,2.909090909,46.81818182,16.09375,0.363636364,2.909090909,46.81818182,16.09375,0.363636364
Keke Coutee,62.7,0.266666667,0.566666667,2.125,0.033333333,5.3,80.8,15.24528302,0.566666667,5.566666667,81.36666667,14.61676647,0.6,0.405128205,1.153846154,2.848101266,0,7.153846154,109.9230769,15.3655914,0.769230769,7.538461538,111.0769231,14.73469388,0.769230769
James Washington,43.7,0.176470588,1.37254902,7.777777778,0.019607843,4.431372549,87.68627451,19.78761062,0.764705882,4.607843137,89.05882353,19.32765957,0.784313725,0.244343891,0.923076923,3.777777778,0.076923077,5.692307692,119.1538462,20.93243243,1,5.923076923,120.0769231,20.27272727,1.076923077
Odell Beckham Jr.,297,0.175,1.925,11,0,3.575,58.5,16.36363636,0.3,3.75,60.425,16.11333333,0.3,0.398076923,4.461538462,11.20772947,0,4.538461538,88.61538462,19.52542373,0.615384615,4.923076923,93.07692308,18.90625,0.615384615
Golden Tate,44.1,0.837837838,6.135135135,7.322580645,0.081081081,4.243243243,73.16216216,17.24203822,0.702702703,5.081081081,79.2972973,15.60638298,0.783783784,2.153153153,15.5,7.19874477,0.166666667,7.75,124.6666667,16.08602151,1.25,9.833333333,140.1666667,14.25423729,1.416666667
Christian McCaffrey,230.6,17.08108108,106,6.205696203,0.567567568,2.675675676,32.59459459,12.18181818,0.27027027,19.75675676,138.5945946,7.01504788,0.837837838,23,145.7272727,6.335968379,1.181818182,3.606879607,28.18181818,7.813351499,0.272727273,26.36363636,173.9090909,6.596551724,1.454545455
Kerryon Johnson,141.4,14.41666667,69.27777778,4.80539499,0.888888889,1.527777778,13.27777778,8.690909091,0.055555556,15.94444444,82.55555556,5.177700348,0.944444444,23.75,115.9166667,4.880701754,1.5,2.127314815,16.16666667,7.599564744,0.166666667,25.75,132.0833333,5.129449838,1.666666667
Samaje Perine,112.5,19.02777778,114.5,6.017518248,1.361111111,1.111111111,8.916666667,8.025,0.055555556,20.13888889,123.4166667,6.128275862,1.416666667,19.6,106,5.408163265,1.2,1.111111111,10.6,9.54,0.1,20.6,116.6,5.660194175,1.3
Irv Smith Jr.,79.1,0,0,0,0,2.416666667,34.91666667,14.44827586,0.416666667,2.416666667,34.91666667,14.44827586,0.416666667,0,0,0,0,2.933333333,47.33333333,16.13636364,0.466666667,2.933333333,47.33333333,16.13636364,0.466666667
Cordarrelle Patterson+,149.7,2.083333333,25.66666667,12.32,0.25,3.833333333,64.83333333,16.91304348,0.416666667,5.916666667,90.5,15.29577465,0.666666667,2.256944444,25.66666667,11.37230769,0.25,3.833333333,64.83333333,16.91304348,0.416666667,5.916666667,90.5,15.29577465,0.666666667
Ty Johnson,62.2,8.093023256,61.27906977,7.57183908,0.395348837,0.674418605,7.395348837,10.96551724,0.046511628,8.76744186,68.6744186,7.832891247,0.441860465,7.333333333,56.22222222,7.666666667,0.333333333,0.741602067,2.444444444,3.296167247,0,8,58.66666667,7.333333333,0.333333333
Matt Breida,103.5,14.64864865,101.0810811,6.900369004,1,0.594594595,4.216216216,7.090909091,0.081081081,15.24324324,105.2972973,6.907801418,1.081081081,14,53.83333333,3.845238095,0.25,0.966216216,4.416666667,4.571095571,0.166666667,14.91666667,58.25,3.905027933,0.416666667
Tyler Eifert,95.5,0,0,0,0,3.783783784,49.72972973,13.14285714,0.297297297,3.783783784,49.72972973,13.14285714,0.297297297,0,0,0,0,3.846153846,52.69230769,13.7,0.307692308,3.846153846,52.69230769,13.7,0.307692308
Mark Ingram,93,14.66666667,83.61538462,5.701048951,1.076923077,1.538461538,17.17948718,11.16666667,0.102564103,16.20512821,100.7948718,6.219936709,1.179487179,14.36363636,79.54545455,5.537974684,1.181818182,2.048951049,25.63636364,12.51194539,0.090909091,16.27272727,105.1818182,6.463687151,1.272727273
Drew Sample,8,0,0,0,0,1.483870968,15.70967742,10.58695652,0.161290323,1.483870968,15.70967742,10.58695652,0.161290323,0,0,0,0,1.923076923,19.38461538,10.08,0.230769231,1.923076923,19.38461538,10.08,0.230769231
Richard Rodgers ,54.5,0.2,0.257142857,1.285714286,0,1.685714286,25.6,15.18644068,0.057142857,1.885714286,25.85714286,13.71212121,0.057142857,0.654545455,0.818181818,1.25,0,3.545454545,55.27272727,15.58974359,0.090909091,4.181818182,56.09090909,13.41304348,0.090909091
Ito Smith,97.7,16.07843137,88.98039216,5.534146341,0.823529412,2.745098039,28.35294118,10.32857143,0.137254902,18.82352941,117.3333333,6.233333333,0.960784314,19.07692308,108.8461538,5.705645161,1,3.288084465,30.46153846,9.264220183,0.153846154,22.15384615,139.3076923,6.288194444,1.153846154
Kenny Golladay,94.6,1.115384615,7.923076923,7.103448276,0.115384615,6.153846154,87.88461538,14.28125,0.692307692,7.269230769,95.80769231,13.17989418,0.807692308,1.759615385,16,9.092896175,0.166666667,7.25,96.33333333,13.28735632,0.666666667,8.916666667,112.3333333,12.59813084,0.833333333
Zach Ertz,106.9,0,0,0,0,3.027027027,38.75675676,12.80357143,0.405405405,3.027027027,38.75675676,12.80357143,0.405405405,0,0,0,0,4.928571429,64.14285714,13.01449275,0.428571429,4.928571429,64.14285714,13.01449275,0.428571429
Kyle Rudolph ,68.9,0,0,0,0,3.103448276,35.5862069,11.46666667,0.275862069,3.103448276,35.5862069,11.46666667,0.275862069,0,0,0,0,4.666666667,54.66666667,11.71428571,0.5,4.666666667,54.66666667,11.71428571,0.5
N'Keal Harry ,39.4,0.621621622,3.891891892,6.260869565,0.081081081,5.756756757,78.08108108,13.56338028,0.594594595,6.378378378,81.97297297,12.85169492,0.675675676,0.635135135,0.833333333,1.312056738,0.083333333,6.083333333,90.66666667,14.90410959,0.75,6.666666667,91.5,13.725,0.833333333
Marvin Hall,14,0.25,0.821428571,3.285714286,0,0.892857143,14.60714286,16.36,0.035714286,1.142857143,15.42857143,13.5,0.035714286,0.321428571,1.428571429,4.444444444,0,1.285714286,29.42857143,22.88888889,0.142857143,1.571428571,30.85714286,19.63636364,0.142857143
DaeSean Hamilton,66.3,0.196078431,0.431372549,2.2,0,4.196078431,55.7254902,13.28037383,0.352941176,4.392156863,56.15686275,12.78571429,0.352941176,0.092006033,0.153846154,1.672131148,0,4.076923077,65.92307692,16.16981132,0.692307692,4.153846154,66.07692308,15.90740741,0.692307692
Isaiah McKenzie,7.3,1.121212121,9.96969697,8.891891892,0.121212121,1.818181818,24.93939394,13.71666667,0.212121212,2.939393939,34.90909091,11.87628866,0.333333333,1.547785548,10.30769231,6.659638554,0.153846154,3.384615385,48.69230769,14.38636364,0.538461538,4.846153846,59,12.17460317,0.692307692
Dawson Knox,79.7,0,0,0,0,2.166666667,33.61111111,15.51282051,0,2.166666667,33.61111111,15.51282051,0,0,0,0,0,1.666666667,31.55555556,18.93333333,0,1.666666667,31.55555556,18.93333333,0
Preston Williams,92.8,0.210526316,0.684210526,3.25,0,5.894736842,83.78947368,14.21428571,0.842105263,6.105263158,84.47368421,13.8362069,0.842105263,0.350877193,1.083333333,3.0875,0,8,112.0833333,14.01041667,1.166666667,8.333333333,113.1666667,13.58,1.166666667
Chris Herndon,113.2,0,0,0,0,2.529411765,30.82352941,12.18604651,0.205882353,2.529411765,30.82352941,12.18604651,0.205882353,0,0,0,0,3.636363636,43.36363636,11.925,0.363636364,3.636363636,43.36363636,11.925,0.363636364
Darrel Williams,16.1,7.295454545,37.52272727,5.143302181,0.431818182,0.863636364,10.5,12.15789474,0,8.159090909,48.02272727,5.885793872,0.431818182,11.15384615,63.07692308,5.655172414,0.692307692,1.835664336,25.46153846,13.87047619,0,12.92307692,88.53846154,6.851190476,0.692307692
Isaiah Ford,0,0.435897436,2.153846154,4.941176471,0,5.384615385,76.07692308,14.12857143,0.615384615,5.820512821,78.23076923,13.44052863,0.615384615,0.495069034,2.538461538,5.12749004,0,6.076923077,84.15384615,13.84810127,0.538461538,6.538461538,86.69230769,13.25882353,0.538461538
Olamide Zaccheaus,20.5,1.58,11.02,6.974683544,0.04,5,55.06,11.012,0.44,6.58,66.08,10.04255319,0.48,1.352307692,6.384615385,4.721274175,0,7.153846154,81.38461538,11.37634409,0.692307692,8.384615385,87.76923077,10.46788991,0.692307692
Collin Johnson,57.2,0,-0.166666667,0,0,4.476190476,62.47619048,13.95744681,0.357142857,4.476190476,62.30952381,13.92021277,0.357142857,0,0,0,0,5.428571429,79.85714286,14.71052632,0.428571429,5.428571429,79.85714286,14.71052632,0.428571429
Peyton Barber,36.1,13.77777778,59.5,4.318548387,0.722222222,0.611111111,6.222222222,10.18181818,0,14.38888889,65.72222222,4.567567568,0.722222222,18.30769231,78.23076923,4.273109244,1,0.893162393,8.615384615,9.645933014,0,19.15384615,86.84615385,4.534136546,1
Miles Boykin,50.8,0,0,0,0,2.961538462,46.38461538,15.66233766,0.423076923,2.961538462,46.38461538,15.66233766,0.423076923,0,0,0,0,4.538461538,67.07692308,14.77966102,0.615384615,4.538461538,67.07692308,14.77966102,0.615384615
Jalen Richard,115.5,9.682926829,50.87804878,5.25440806,0.463414634,2.024390244,16.46341463,8.13253012,0.12195122,11.70731707,67.34146341,5.752083333,0.585365854,14.23076923,84.46153846,5.935135135,1.076923077,2.463414634,21.84615385,8.86824067,0.153846154,16.53846154,106.3076923,6.427906977,1.230769231
Jeremy McNichols ,0,16.79411765,94.26470588,5.61295972,1.294117647,3.029411765,32.02941176,10.57281553,0.323529412,19.82352941,126.2941176,6.370919881,1.617647059,24.15384615,131.4615385,5.442675159,1.769230769,3.07918552,36.46153846,11.84129317,0.307692308,27,167.9230769,6.219373219,2.076923077
Alfred Morris ,258,15.59574468,75.08510638,4.814461119,0.574468085,0.638297872,6.382978723,10,0.085106383,16.23404255,81.46808511,5.018348624,0.659574468,19.66666667,98.83333333,5.025423729,0.75,1.303191489,11.58333333,8.888435374,0.083333333,20.91666667,110.4166667,5.278884462,0.833333333
Trey Burton,1,3.06,14.4,4.705882353,0.32,2.14,19.52,9.121495327,0.08,5.2,33.92,6.523076923,0.4,1,4.666666667,4.666666667,0,3.345,37.08333333,11.08619831,0.083333333,4.166666667,41.75,10.02,0.083333333
Will Dissly,35.6,0,0,0,0,1.041666667,14,13.44,0.125,1.041666667,14,13.44,0.125,0,0,0,0,2.1,28.9,13.76190476,0.2,2.1,28.9,13.76190476,0.2
Jack Doyle,6.9,0.023809524,0,0,0,3.857142857,42.11904762,10.91975309,0.19047619,3.880952381,42.11904762,10.85276074,0.19047619,0.078754579,0,0,0,4.076923077,43.53846154,10.67924528,0.384615385,4.153846154,43.53846154,10.48148148,0.384615385
Royce Freeman,103.3,18.56862745,110.2156863,5.935586061,1.176470588,1.549019608,15.96078431,10.30379747,0.078431373,20.11764706,126.1764706,6.271929825,1.254901961,20.33333333,122.9166667,6.045081967,1.333333333,1.295751634,13.66666667,10.54728878,0,21.5,136.5833333,6.352713178,1.333333333
DeSean Jackson,180.8,0.666666667,5.527777778,8.291666667,0.027777778,4.5,67.30555556,14.95679012,0.611111111,5.166666667,72.83333333,14.09677419,0.638888889,0.972222222,11,11.31428571,0.083333333,5.416666667,63.5,11.72307692,0.5,6.333333333,74.5,11.76315789,0.583333333
Dion Lewis,16.9,21.76,114.4,5.257352941,1.2,2.08,16.2,7.788461538,0.04,23.84,130.6,5.478187919,1.24,18.25,88.41666667,4.844748858,1.083333333,2.423333333,18,7.42778542,0,20.5,106.4166667,5.191056911,1.083333333
Greg Olsen,90.1,0,0,0,0,2.636363636,36.81818182,13.96551724,0.181818182,2.636363636,36.81818182,13.96551724,0.181818182,0,0,0,0,3.333333333,40.75,12.225,0.083333333,3.333333333,40.75,12.225,0.083333333
Chad Hansen,18.4,0,0,0,0,6.529411765,88.11764706,13.4954955,0.705882353,6.529411765,88.11764706,13.4954955,0.705882353,0,0,0,0,9.2,124.9,13.57608696,1.1,9.2,124.9,13.57608696,1.1
Jordan Reed,114.7,2.138888889,9.111111111,4.25974026,0.138888889,2.194444444,26.25,11.96202532,0.166666667,4.333333333,35.36111111,8.16025641,0.305555556,0,0,0,0,3.461538462,43,12.42222222,0.230769231,3.461538462,43,12.42222222,0.230769231
Devonta Freeman ,89.3,10.1,56.375,5.581683168,0.75,1.175,11.875,10.10638298,0.025,11.275,68.25,6.053215078,0.775,12.35714286,72.57142857,5.87283237,1,1.655357143,19.85714286,11.99568501,0.071428571,13.92857143,92.42857143,6.635897436,1.071428571
